"Twitter ID",Text,"Profile Image URL",Day,Hour,Minute,"Created At",Geo,"From User","From User ID",Language,"To User","To User ID",Source 
121813368448364545,"#ows http://t.co/dNd2zkqX",http://a1.twimg.com/profile_images/1183568053/SGR2_normal.jpg,2011-10-06,5,5,"2011-10-06 05:05:44",N;,SGardinier,194180664,pl,,0,"&lt;a href=&quot;http://twitpic.com&quot; rel=&quot;nofollow&quot;&gt;Twitpic&lt;/a&gt;" 
121813378116222977,"how to disperse #ows :  http://t.co/4AZ8byC6    boom. game over.",http://a0.twimg.com/profile_images/1515293865/boardoftrade_normal.jpg,2011-10-06,5,5,"2011-10-06 05:05:47",N;,MidwayMadnessRF,396245866,en,,0,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;" 
121813416007565312,"RT @raypride: RT @MattBors: Occupy Wall Street: See? Thousands of people and no racist signs. Now you try. #OWS",http://a1.twimg.com/profile_images/1127508760/65ded0dd-3444-4117-b438-d33e121aa701_normal.jpg,2011-10-06,5,5,"2011-10-06 05:05:56",N;,Beelzebjorn,51211679,en,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;" 
121813459724812288,"RT @kittylight: http://t.co/JhubR5OI #policeBRUTALITY #OWS #HumanRIGHTS  @nycmayorsoffice @sengillibrand @senatorHolperin @senatorReid @oprah @mariashriver",http://a2.twimg.com/profile_images/1146887237/image_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:06",N;,dove_hawk,361839281,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;" 
121813472018309120,"RT @AnonymousIRC: Anarchists will hate this, but: http://t.co/JqlUbMXi NYPD, you are the #99Percent :-) #OWS",http://a0.twimg.com/profile_images/1574173220/twiticon_normal.png,2011-10-06,5,6,"2011-10-06 05:06:09",N;,dctwice,83886897,en,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;" 
121813480398536704,"RT @OccupySF: We just received this notice from the City police - http://t.co/A8EwJ24Y | Please come to the camp immediately. We need everyone! #OWS",http://a1.twimg.com/profile_images/1445742633/I05_normal.png,2011-10-06,5,6,"2011-10-06 05:06:11",N;,JorgexMA,263678636,en,,0,"&lt;a href=&quot;http://cotweet.com/?utm_source=sp1&quot; rel=&quot;nofollow&quot;&gt;CoTweet&lt;/a&gt;" 
121813487122006018,"RT @TheNewDeal: Bank of America &amp; #NYPD Refuse to Let Protesters Close Bank Accounts http://t.co/8XRJUH8F Rt #CorporateFascism #OccupyWallStreet #OWS #p2",http://a3.twimg.com/profile_images/1543174932/LeftSlashRight_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:13",N;,LeftSlashRight,407684923,en,,0,"&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;" 
121813487692423168,"RT @BABYDIABOLICAL: RT @jeremyscahill: Tonight at #OWS, I met teachers, nurses, students, autoworkers, plumbers. All have jobs &amp; bills &amp; made time to protest.",http://a0.twimg.com/profile_images/1125186905/10521_152667761583_663796583_3566935_375814_n_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:13",N;,WeCanBeatEczema,352812740,en,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;" 
121813491244998656,"RT @Spudlovr: Trolls are like teeth, if you ignore them, they go away. #ows #p2 #occupymn",http://a0.twimg.com/profile_images/1477071238/bloomcounty-1_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:14",N;,2foodie,1574095,en,,0,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;" 
121813491609911297,"RT @kittylight: http://t.co/JhubR5OI  #nypd #policeBrutality #ows #humanRIGHTS #vicious @joyvbehar @time @pbs @gawker @fox @msnbc @nprnews @cornelWest @vp",http://a2.twimg.com/profile_images/1146887237/image_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:14",N;,dove_hawk,361839281,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;" 
121813505849569280,"RT @OccupySF: There is no date on the letter, nor author. It is not official. Call and leave a message NOW! Mayor Ed Lee (415) 554-6141 #OWS #OccupySF",http://a3.twimg.com/profile_images/277328612/twit_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:17",N;,AnnaLovesBooks,403527895,en,,0,"&lt;a href=&quot;http://cotweet.com/?utm_source=sp1&quot; rel=&quot;nofollow&quot;&gt;CoTweet&lt;/a&gt;" 
121813517828505600,"RT @diceylee808: #OccupyWallStreet via Global Revolution - &quot;George Soros has not given us any money, and we don't want any of his money.&quot; #OWS",http://a1.twimg.com/profile_images/1270505227/bullshit_5511142728_922d49f351_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:20",N;,Tawanda46,41508384,en,,0,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;" 
121813518197592065,"Proposed List Of Demands For Occupy Wall St Movement! (User Submitted) http://t.co/3eissPOW You FORGOT UNICORNS and flying pigs #OWS",http://a3.twimg.com/profile_images/1542667714/328465_2096120876644_1054011813_1918349_750875_o_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:20",N;,drdrjojo,26211698,en,,0,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;" 
121813518528954368,"RT @kittylight: #NYPD  Stop #police brutality! bit.ly/pLpyYn  We have the right to peaceful protest. bit.ly/oFEZvR #ows #stayHungry #isad #dontcallmelf #usa",http://a2.twimg.com/profile_images/1146887237/image_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:20",N;,dove_hawk,361839281,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;" 
121813518881259520,"RT @LyndsayFarlow: Occupy Wall Street stages biggest protest in New York http://t.co/AoY6s1mN @abcnews #OWS",http://a2.twimg.com/profile_images/1417358857/twitterpic_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:20",N;,WhatMattersNews,290377911,en,,0,"&lt;a href=&quot;http://83degrees.com/to/powertwitter&quot; rel=&quot;nofollow&quot;&gt;Power Twitter&lt;/a&gt;" 
121813519506227200,"@OccupyFDSF Stand up Now! Song originally from Madison capitol protests in spring. #occupy #standupnow #ows http://t.co/a7Bq0C57",http://a2.twimg.com/profile_images/1533597701/sydetrackedalbumart_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:20",N;,BenZMusic1,403751006,en,OccupyFDSF,383179660,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;" 
121813520353476610,"RT @OccupySF: We just received this notice from the City police - http://t.co/A8EwJ24Y | Please come to the camp immediately. We need everyone! #OWS",http://a0.twimg.com/profile_images/1240595757/profilepic_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:21",N;,JonusMiles,42566320,en,,0,"&lt;a href=&quot;http://cotweet.com/?utm_source=sp1&quot; rel=&quot;nofollow&quot;&gt;CoTweet&lt;/a&gt;" 
121813533527785472,"RT @kittylight: #NYPD excessive force unjust. Stop police brutality! bit.ly/pLpyYn   We have the right to peaceful protest. bit.ly/oFEZvR #ows #isad #ahsfx",http://a2.twimg.com/profile_images/1146887237/image_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:24",N;,dove_hawk,361839281,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;" 
121813546924376066,"“@ModernBetsy: My dad said &quot;You don't remember Vietnam. This is the best experiment in democracy since.&quot; #ows #OccupyPhilly #solidarity”Amen",http://a2.twimg.com/profile_images/1397723752/image_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:27",N;,BiffSpliff,285810855,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;" 
121813547117314048,"RT @Beelzebjorn: Anyone who believe people go out to get beaten on for the right to sit on their asses and do nothing, need to think again. #OWS",http://a1.twimg.com/profile_images/1445742633/I05_normal.png,2011-10-06,5,6,"2011-10-06 05:06:27",N;,JorgexMA,263678636,en,,0,"&lt;a href=&quot;http://www.yoono.com&quot; rel=&quot;nofollow&quot;&gt;yoono&lt;/a&gt;" 
121813549478707200,"RT @kittylight: Dear #cops THE WHOLE WORLD IS WATCHING #POLICE BRUTALITY #NYC  #OWS #dontcallmelf @occupyColleges #isad #ahsfx #thinkdifferently #stayhungry",http://a2.twimg.com/profile_images/1146887237/image_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:28",N;,dove_hawk,361839281,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;" 
121813553563971584,"RT @consciouslibert: #OWS Avoid demands, you are revolutionizing communication. You are using the tools of the next war, they are using the tools of the last war",http://a2.twimg.com/profile_images/650677579/me_at_Hanshaw_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:29",N;,CitizenWorm,1308926,en,,0,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;" 
121813555510132738,"I hope Wall Street is footing the bill for the private security force they have beating on people at #OWS. #NYPDSELLOUTS",http://a2.twimg.com/profile_images/1567673765/CorporateMedia_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:29",N;,A_L_A_Politics,395446451,en,,0,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;" 
121813559100456960,"RT @BlueDuPage: Wow!  // Keith Olbermann reads the first collective statement of Occupy Wall Street   http://t.co/2xZqgQBG  #ows  #4jobs #2futures",http://a3.twimg.com/profile_images/126269626/TTcut_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:30",N;,GreeGreece,5290572,en,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;" 
121813569158381568,"RT @akrockefeller: RT @thereisawayjose: R @RadioYerevan  RT @Sannri “He who is greedy is always in want.” ~Horace #OWS #OccupyWallStreet",http://a3.twimg.com/profile_images/1545817124/mlk_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:32",N;,HenryZeniewicz,278333314,en,,0,"&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;" 
121813584782172160,"TWITTER is censoring #OccupyWallStreet, USE #OWS tag instead --pass it on people, REBLOG! http://t.co/v0z46sPD",http://a2.twimg.com/profile_images/1571305540/image_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:36",N;,thatgirlhas,262148544,en,,0,"&lt;a href=&quot;http://www.tumblr.com/&quot; rel=&quot;nofollow&quot;&gt;Tumblr&lt;/a&gt;" 
121813590893277184,"RT @OccupySF: Sixty Department of Public Work's Trucks just showed up. Come now. Call media! #OccupySF #OWS",http://a2.twimg.com/profile_images/1570949781/image_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:37",N;,OccupyHsv,418329869,en,,0,"&lt;a href=&quot;http://cotweet.com/?utm_source=sp1&quot; rel=&quot;nofollow&quot;&gt;CoTweet&lt;/a&gt;" 
121813592357081088,"RT @OccupySF: We just received this notice from the City police - http://t.co/A8EwJ24Y | Please come to the camp immediately. We need everyone! #OWS",http://a2.twimg.com/profile_images/1570580747/image_normal.jpg,2011-10-06,5,6,"2011-10-06 05:06:38",N;,subiepick,373284386,en,,0,"&lt;a href=&quot;http://cotweet.com/?utm_source=sp1&quot; rel=&quot;nofollow&quot;&gt;CoTweet&lt;/a&gt;" 
121813602079490048,"This is looking more and more like the Civil Rights Movement.Only now, black,white,brown.. We're All  Just &quot;The Poors&quot; to Them. #unite #OWS",http://a0.twimg.com/profile_images/1487128202/N1I1OQ2q_normal,2011-10-06,5,6,"2011-10-06 05:06:40",N;,angela0328,12267219,en,,0,"&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;" 
121813602167570432,"RT @kelly_carlin: HASHTAG CHANGE   #OccupyWallStreet is now #ows  PLEASE RT",http://a0.twimg.com/profile_images/1117614419/jdb_normal.jpeg,2011-10-06,5,6,"2011-10-06 05:06:40",N;,JonathanDBrown,122245423,en,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;" 
