website,reach,flowimpact
accu-weather.com,0.016473226801233528,18024.01622895026
miui.com,0.016428371180263527,15131.08932546584
fetion.com.cn,0.01614802354920101,21502.04262136312
snssdk.com,0.016047098402018505,47801.10227385798
rrfmn.com,0.0160246705915335,23533.334297990943
moji002.com,0.01586767591813849,4578.007490494555
126.net,0.015789178581440987,24626.264619129703
ttpod.com,0.015777964676198485,17932.074457431994
glpals.com,0.015564900476590973,5049.005939315553
qplus.com,0.01552004485562097,3567.0222357178886
voicecloud.cn,0.015475189234650967,4979.003683026061
xnpic.com,0.015284552845528456,14337.202402327583
googleadservices.com,0.015093916456405943,6327.099469164449
umtrack.com,0.015015419119708438,2746.033570354549
xunlei.com,0.014712643678160919,55247.73199902581
paipaiimg.com,0.014622932436220914,19226.360575636536
hao123.com,0.014499579478553406,20053.17308655784
wrating.com,0.014365012615643397,11584.568634389108
tmall.com,0.014230445752733389,29122.552509686768
360buyimg.com,0.01407345107933838,89995.82790599356
qiyi.com,0.013557611438183348,43139.199116854616
samsungapps.com,0.013344547238575834,2407.004779410056
cmread.com,0.013254835996635829,34246.03066917787
ksmobile.com,0.013064199607513316,19239.02028411091
worldweatheronline.com,0.01296327446033081,3112.031208823512
toutiao.com,0.01246986262966078,5778.0215180936975
ppstream.com,0.012380151387720775,20258.094491281845
etouch.cn,0.012167087188113261,3324.0064876617853
sohu.com.cn,0.012077375946173256,12207.110722175024
netease.com,0.012054948135688253,20222.32454259639
1000chi.com,0.012043734230445753,10835.031724420269
talkingdata.net,0.011897953462293243,6443.006285795021
qhupdate.com,0.01183067003083824,2210.034618767881
ifengimg.com,0.01183067003083824,34378.321801521124
duomi.com,0.011572750210260723,9817.015813806174
zhangyue.com,0.01151668068404822,14448.008047016334
live.com,0.01151668068404822,6309.006513068412
com.hk,0.011460611157835716,12351.02182106889
ospserver.net,0.011438183347350715,2185.005879246911
googleadsserving.cn,0.011303616484440707,3784.121394408915
mmarket.com,0.011236333052985702,7850.0167340725575
leju.com,0.010698065601345669,3934.0141801416817
meituan.com,0.010574712643678161,11787.034419953852
dpfile.com,0.01039529015979815,21484.052280842814
sandai.net,0.010260723296888142,22412.237715746614
allyes.com,0.010014017381553126,8158.274495958067
alisoft.com,0.00992430613961312,16467.235537562115
qihoo.com,0.009879450518643118,11945.192148534625
adsmogo.com,0.009543033361368096,12955.08674665127
jd.com,0.009374824782730586,68304.77901576294
inmobi.com,0.009318755256518083,22876.08536854758
meitudata.com,0.009318755256518083,5241.023320710946
mywtv.cn,0.009251471825063078,5775.025148289748
51.la,0.009217830109335577,4182.162702474271
adsmogo.org,0.009217830109335577,11079.051014668521
adsmogo.net,0.009150546677880572,10886.038904272209
linezing.com,0.00911690496215307,13586.221459510069
tiebaimg.com,0.009049621530698066,8987.045857549323
live.net,0.009004765909728063,2821.0016372300065
immomo.com,0.008948696383515559,31272.00758885357
56img.com,0.008937482478273058,5708.079260602765
cmgame.com,0.008690776562938042,3825.009581288096
adsmogo.mobi,0.008679562657695542,9655.044528068154
puata.info,0.008511354079058031,2501.01757620812
leidian.com,0.008455284552845528,1427.0056601302554
google.cn,0.00833193159517802,6386.088535644211
wostore.cn,0.008219792542753014,9564.0026107075
58.com,0.00816372301654051,20380.302364932584
etao.com,0.008085225679843005,4969.072279698725
hao123img.com,0.008017942248388001,10300.086982369086
net.cn,0.007917017101205496,8444.023799428314
qzoneapp.com,0.007894589290720493,20677.06880565945
cmvideo.cn,0.007625455564900477,4644.0
funshion.com,0.007614241659657976,18105.175081202757
pstatp.com,0.007614241659657976,37435.09247725467
itlily.com,0.0076030277544154755,6303.0388982462755
changba.com,0.0076030277544154755,9407.023767369536
qqmail.com,0.007558172133445473,5967.02139236289
goapk.com,0.007434819175777965,6488.027888459322
amazonaws.com,0.007244182786655453,50055.055993478425
bshare.cn,0.007232968881412952,6911.25209304342
youmi.net,0.007165685449957948,10072.045853433776
letv.com,0.007109615923745444,16793.099900251676
adwo.com,0.007075974208017942,11741.032758172658
adsage.com,0.00704233249229044,37790.1280581676
ggpht.com,0.007031118587047939,9750.037344319217
365rili.com,0.007008690776562938,7847.007647411507
popcap.com.cn,0.0069974768713204375,4869.006983820669
kanimg.com,0.00687412391365293,6974.086389625012
i139.cn,0.006862910008410429,13177.00184818219
alipayobjects.com,0.006773198766470423,2637.003342681478
meitu.com,0.006761984861227923,4076.0303916538387
geotrust.com,0.006750770955985422,1410.0048487924148
paipai.com,0.00672834314550042,7271.195888687689
kejet.net,0.00671712924025792,4817.283051617929
yijifen.com,0.006638631903560415,3458.0100122305635
kankan.com,0.0066274179983179145,12959.104752152743
qiyipic.com,0.006604990187832913,7067.068279099364
windowsphone.com,0.006526492851135408,6563.0041304223705
zdworks.com,0.006526492851135408,7795.027131372092
bznx.net,0.0065040650406504065,1380.1015382987964
hupan.com,0.006279786935800393,6429.035371339836
douban.com,0.006268573030557892,9776.006257548104
taobao.org,0.006223717409587889,5110.033594338269
qhmsg.com,0.006167647883375385,892.0331604855843
g188.net,0.006021867115222877,8969.007983921796
pc120.com,0.0060106532099803755,15008.224052471944
wali.com,0.0059545836837678725,1827.012926404261
acs86.com,0.005853658536585366,5303.059181257997
ipinyou.com,0.005853658536585366,1690.0676165137272
inmobicdn.net,0.005820016820857863,1391.0242099047134
sharesdk.cn,0.005797589010372862,2605.0126119153824
optaim.com,0.005786375105130362,4055.142575556435
bing.com,0.005741519484160359,5972.046308718253
qstatic.com,0.005741519484160359,2497.029685120551
htcsrv.cn,0.005741519484160359,3141.0144114239947
immob.cn,0.0057078777684328565,13939.027518976443
qiushibaike.com,0.005685449957947855,14787.043463810418
babytree.com,0.005618166526492851,16840.026978227368
devopenserv.com,0.005618166526492851,6936.0102342538175
so.com,0.00559573871600785,4615.042562952225
coolyun.com,0.005573310905522848,14978.004510580171
meilishuo.com,0.005550883095037847,4100.010208620316
mzstatic.com,0.005539669189795347,9515.020679083813
pptv.com,0.005517241379310344,15168.19410439606
myapp.com,0.005517241379310344,2426.0009321853768
tianya.cn,0.00544995794785534,7129.063185041002
cooguo.com,0.005382674516400336,4488.003896747138
duokanbox.com,0.0053490328006728345,2280.0035898668434
51y5.com,0.0053490328006728345,3487.0201862179993
camera360.com,0.005326604990187833,877.0052075113298
hicloud.com,0.005326604990187833,3006.0082005504264
nuomi.com,0.0052817493692178304,4785.0177304787285
t.cn,0.005270535463975329,1440.0045387349287
ad-plus.cn,0.005259321558732829,2564.099268976784
4ko.cn,0.005259321558732829,37373.04619204819
idreamsky.com,0.005169610316792823,7911.004884766514
51y5.net,0.0051583964115503225,6533.04687440245
atpanel.com,0.005147182506307821,8628.260004514008
ydstatic.com,0.00511354079058032,2844.036764073354
adview.cn,0.00511354079058032,12702.066624740117
cnzz.net,0.005079899074852817,16967.274744630624
iask.com,0.005079899074852817,2242.063997892381
ajiang.net,0.005046257359125316,928.0191442619824
jiathis.com,0.005023829548640314,2188.0524996741847
ttpod.cn,0.005023829548640314,4296.026321364289
funshion.net,0.005012615643397813,4744.049482412492
admaster.com.cn,0.005001401738155313,1041.0275989037484
jcloud.com,0.0049789739276703115,4827.049321420829
adobe.com,0.00496776002242781,2373.0228717749965
alimama.com,0.004945332211942809,4309.1007862609995
zqlx.com,0.004945332211942809,1868.0015738569132
gov.cn,0.0048556209700028035,9894.045335451252
aliyuncdn.com,0.004833193159517802,2005.0762380444753
baofeng.net,0.004777123633305298,11147.2736765398
ganji.com,0.004743481917577797,12452.087426759204
hupan.com;,0.0047322680123352955,1303.0027383910901
googleapis.com,0.0047322680123352955,9088.011080471431
locojoy.com,0.004709840201850294,4668.002236282251
macromedia.com,0.004709840201850294,1045.003970755202
leisou.net,0.004709840201850294,750.0081563281257
yisou.com,0.004664984580880291,5493.029755574335
3366.com,0.004620128959910289,2012.0293055436694
flyme.cn,0.004608915054667788,7926.0094821752255
kakamobi.com,0.004597701149425287,9817.024716382906
nearme.com.cn,0.00448556209700028,3681.009922700018
sinaapp.com,0.004463134286515279,6100.0018068969175
yihaodian.com,0.004395850855060275,9149.041324051435
startssl.com,0.004350995234090272,492.0000000000013
127.net,0.004339781328847771,3455.0112244393895
dangdang.com,0.004328567423605271,9239.03894569906
akamaihd.net,0.004328567423605271,1010.0109382318433
myoppo.com,0.00431735351836277,2091.999999999982
duowan.com,0.004294925707877768,12829.021652807241
360tpcdn.com,0.004283711802635268,3815.0211913661133
2mdn.net,0.004216428371180263,906.0408880789149
17173.com,0.004205214465937763,2564.023407967632
yy.com,0.004194000560695262,23671.022681339247
umengcloud.com,0.0041827866554527615,11697.019731163291
yhd.com,0.00417157275021026,6000.041959973926
jccjd.com,0.00417157275021026,4187.030913047072
g3quay.net,0.00417157275021026,3268.0051869241333
uu.cc,0.00416035884496776,4072.005582530582
51buy.com,0.004115503223997757,2969.008744281849
1360.com,0.004104289318755256,4306.011060824136
tuan800.com,0.004081861508270255,2860.0173423112205
aliyuncs.com,0.0040594336977852535,2193.031184222715
pps.tv,0.004037005887300252,3465.0343935952883
synacast.com,0.004025791982057752,7532.062880769109
shuqireader.com,0.004014578076815251,10571.012137422413
wo.com.cn,0.003992150266330249,9206.033664542936
king.com,0.003936080740117746,10785.000000000016
irs01.net,0.003924866834875245,917.0415810930048
duokan.com,0.003902439024390244,7132.018963504319
autohome.com.cn,0.0038463694981777405,28677.094394531934
cootekservice.com,0.003823941687692739,6170.006041877172
hexun.com,0.003823941687692739,3441.019483389845
busdh.com,0.0038015138772077377,595.0133965997875
soufun.com,0.0038015138772077377,7081.033707755607
baidu-1img.cn,0.0037678721614802357,8891.035582303519
adsame.com,0.003734230445752733,3440.065312835225
htccomm.com.cn,0.0036893748247827304,716.0000000000017
kxting.cn,0.0036893748247827304,1416.9999999999955
dxpmedia.com,0.0036781609195402297,945.0180282118263
gtags.net,0.0036781609195402297,3232.186434145597
qihoo.net,0.003666947014297729,533.0030528481119
appget.cn,0.0036557331090552284,3662.018789978429
uuserv10.com,0.0036445192038127277,2179.0139346072697
mlocso.com,0.0036220913933277263,9627.004313639844
urlshare.cn,0.003566021867115223,1574.0026321860098
liebao.cn,0.003566021867115223,5919.06429218583
easou.com,0.003532380151387721,14596.100885461155
blovestorm.com,0.00352116624614522,1701.003403649256
googletagservices.com,0.0035099523409027195,579.0450394486618
ggmm777.com,0.0034650967199327167,1285.054323945609
upaiyun.com,0.003453882814690216,3649.0190007517504
letvimg.com,0.003453882814690216,4074.058706442997
tdimg.com,0.0034426689094477153,2304.0465785676847
120ask.com,0.0033865993832352115,1169.009740579173
tudou.com,0.003375385477992711,4829.047076556219
qingting.fm,0.00336417157275021,11962.02014868187
pplive.cn,0.00336417157275021,4830.074391482767
androidesk.com,0.00336417157275021,1852.0017709990243
91rb.com,0.0033529576675077094,8156.0218464017335
ireadercity.com,0.0033417437622652087,1061.0070337395557
meizu.com,0.0033417437622652087,1633.9999999999975
siteapp-static.com,0.0033081020465377067,1597.0179811563269
alibaba.com,0.0032520325203252032,5404.093051907005
yahoo.com,0.003218390804597701,3644.023190580057
cui9.com,0.003184749088870199,7716.015731826968
aliimg.com,0.003151107373142697,3772.078166100785
51coolpad.com,0.003151107373142697,2188.007230389705
uuzuonline.com,0.0031398934679001964,4026.0359180119813
chartboost.com,0.0031286795626576957,871.0
120askimages.com,0.0031286795626576957,3454.041045799435
kugou.net,0.0031062517521726943,1419.0006211915986
mobmore.com,0.0031062517521726943,911.0006592259448
1688.com,0.0031062517521726943,6902.0960621436925
pplive.com,0.0030950378469301936,7257.106167874736
cmbchina.com,0.0030950378469301936,2222.0015738568704
msn.com,0.0030950378469301936,4298.0411023521865
pp.cn,0.0030838239416876925,1038.003797881474
tadu.com,0.003061396131202691,4857.004308603996
iyyin.com,0.0030501822259601905,3344.021567045605
wapx.cn,0.0030501822259601905,3807.004611290583
kaixin001.com,0.00303896832071769,13866.014857922732
icast.cn,0.0030165405102326884,3928.082539662113
chinamobile.com,0.002994112699747687,3252.0217734636212
vungle.com,0.002994112699747687,1435.002554762347
svcmot.com,0.0029492570787776843,1751.0015738568661
icbc-ltd.com,0.0029380431735351836,532.9999999999984
cloudfront.net,0.002926829268292683,2570.014032075033
mlt01.com,0.002926829268292683,922.0588484891748
ximalaya.com,0.0029156153630501822,3789.007724148888
icson.com,0.0029156153630501822,2538.028888636221
bitauto.com,0.0029156153630501822,4664.169470196666
moumentei.com,0.0029044014578076816,11706.02926016167
tenpay.com,0.0029044014578076816,2266.0018639038794
apsalar.com,0.002893187552565181,3574.0076830143043
zhe800.com,0.002893187552565181,1988.0036829991905
umsns.com,0.0028371180263526774,670.0043130971084
people.com.cn,0.0028259041211101768,9158.194048202873
8788.cn,0.0028259041211101768,394.00093311993317
autoimg.cn,0.002814690215867676,15310.056164676931
duba.com,0.0028034763106251754,2967.0405265454633
momocdn.com,0.0028034763106251754,4051.0021965962105
7thg.com,0.0027922624053826747,2228.9999999999986
3.cn,0.002781048500140174,4908.183974885484
gridsumdissector.com,0.0027698345948976733,1157.0063648733098
51wnl.com,0.0027698345948976733,1371.0006624253454
appads.com,0.0027698345948976733,3935.002488191244
uc123.com,0.002758620689655172,477.00098903050616
babytreeimg.com,0.0027474067844126715,7834.023749040909
qunar.com,0.002736192879170171,7144.000933119896
meituan.net,0.00272497897392767,8839.022188934627
feidee.com,0.0027137650686851695,1093.0000000000011
myzaker.com,0.0027137650686851695,12832.009316659285
uuserv30.net,0.0027137650686851695,720.0
lbesec.com,0.0027025511634426688,623.0032895024386
vlingo.com,0.0027025511634426688,6123.000933119933
allyes.com.cn,0.0026801233529576674,947.0353396015669
hotmail.com,0.0026689094477151667,4627.000932886518
qidian.com,0.0026689094477151667,11572.084866736182
yigao.com,0.0026464816372301653,3751.147699970678
htcsense.com,0.0026352677319876647,633.0029284329491
mgyun.com,0.002624053826745164,2888.999999999996
iatu.cn,0.0026128399215026633,2743.0069695191896
mopub.com,0.0026016260162601626,2516.003162769841
pengyou.com,0.0026016260162601626,4982.037808566401
3gpk.net,0.0026016260162601626,2015.0018068968232
yoloho.com,0.0026016260162601626,4176.001909945645
daoyoudao.com,0.0026016260162601626,1808.9999999999993
rtbidder.net,0.0026016260162601626,464.015100125682
myqcloud.com,0.002590412111017662,430.00093311938303
revsci.net,0.002590412111017662,1424.0453437755762
vancl.com,0.0025791982057751612,2745.0076124486504
webscache.com,0.0025791982057751612,1372.0143412751509
uctrac.com,0.0025679843005326605,1198.0415851638231
budejie.com,0.0025679843005326605,2504.003465261796
dolphin-browser.com,0.002545556490047659,1186.0049507068893
35go.net,0.002545556490047659,391.0292015074085
lecai.com,0.002545556490047659,1662.0000000000025
2345.com,0.002523128679562658,3813.039028108512
9game.cn,0.002523128679562658,5444.005654981563
vivame.cn,0.002523128679562658,1070.0000000000002
laiwang.com,0.002523128679562658,2674.007465134834
mydas.mobi,0.002511914774320157,2052.008674980821
icloud.com,0.0025007008690776564,2734.000656033869
lakala.com.cn,0.0025007008690776564,1864.007083537768
zol.com.cn,0.0025007008690776564,4123.127428870812
koudai.com,0.0025007008690776564,4931.009195435584
snyu.com,0.002478273058592655,2327.0321047740954
suning.com,0.0024670591533501544,3538.018586802317
dewmobile.net,0.0024670591533501544,947.004683516555
pagechoice.net,0.0024670591533501544,1343.0175155380475
11222.cn,0.0024558452481076537,2632.0087260037144
webterren.com,0.002444631342865153,451.0151028226741
56.com,0.002444631342865153,3919.0683226531237
bitautoimg.com,0.002433417437622652,5285.115122569599
jiepang.com,0.0024109896271376505,1909.0022080597391
wsd.com,0.00239977572189515,557.0
accuweather.com,0.00239977572189515,4310.0058574788645
go2map.com,0.00239977572189515,16514.010390492025
xywy.com,0.00239977572189515,5027.0958663916135
touchmedia.cn,0.002388561816652649,14049.0
ganjistatic1.com,0.002388561816652649,8625.058301394041
nokia.com,0.002388561816652649,1462.9999999999882
mafengwo.cn,0.002388561816652649,3913.002623586952
wochacha.com,0.0023773479114101484,4226.007302110815
qreader.me,0.002354920100925147,7997.011073824568
facebook.com,0.0023437061956826464,1748.0387988443133
ovi.com.cn,0.002321278385197645,2520.002466531549
wlimg.cn,0.002321278385197645,425.00097993152673
dopool.com,0.0023100644799551443,2091.0016340924967
ip138.com,0.0022988505747126436,616.0
yixun.com,0.002253994953742641,1284.0071966983114
ccgslb.com.cn,0.002253994953742641,401.00000000000114
wanggou.com,0.002209139332772638,675.0262563211786
miercn.com,0.002209139332772638,3424.0815616511586
behe.com,0.0021979254275301375,720.0141034961788
p0y.cn,0.0021979254275301375,347.01728887579435
aqgj.cn,0.0021979254275301375,671.0018662398656
wps.cn,0.0021979254275301375,2541.006242135036
qhcdn.com,0.002175497617045136,1174.0178461862915
guomob.com,0.0021642837118026354,14057.015077473265
pconline.com.cn,0.0021642837118026354,5730.148250090938
bfimg.com,0.0021530698065601347,4074.147992196181
xcar.com.cn,0.002141855901317634,3258.050836083914
chinanetcenter.com,0.002141855901317634,716.0009431459666
33yaowan.com,0.002141855901317634,375.0029897000518
duoku.com,0.002141855901317634,2121.0069414724935
shoujiduoduo.com,0.0021306419960751334,518.0000000000007
pubsage.com,0.0021194280908326327,847.0009305606354
admsg.net,0.0021082141855901316,1440.0018925281458
meilinapp.com,0.002097000280347631,426.0
39.net,0.002097000280347631,2599.005655388153
ku6img.com,0.00208578637510513,1658.0400657297882
xiaonei.com,0.00208578637510513,725.0095923477887
adchitu.com,0.00208578637510513,1295.0024135147535
peel.com,0.0020745724698626295,249.0
dsd333.cn,0.002063358564620129,462.01314209966523
kiloo.com,0.002063358564620129,1106.999999999998
rising.com.cn,0.002052144659377628,6334.01517384366
images-amazon.com,0.002052144659377628,6886.014363900107
laibafile.cn,0.002052144659377628,3180.026347089449
jumei.com,0.0020409307541351274,2138.0548841251725
lovebizhi.com,0.0020409307541351274,648.0035034699497
doumob.com,0.0020297168488926268,1439.0031333472439
wechatapp.com,0.002018502943650126,351.0
cntv.cn,0.002018502943650126,5008.041515490078
staticsdo.com,0.0020072890384076254,870.0109844051683
oppo.com,0.0020072890384076254,849.0055193413817
amazon.cn,0.0019960751331651247,4731.019640784357
maxmind.com,0.0019960751331651247,216.0
iciba.com,0.0019960751331651247,1781.0054924449378
gameloft.com,0.001984861227922624,7806.00220748555
knet.cn,0.001984861227922624,1093.0060953166865
outfit7.com,0.0019736473226801233,2687.007385834285
ovi.com,0.0019736473226801233,2249.000610576591
yoyi.com.cn,0.0019624334174376226,1215.0509183642434
bkrtx.com,0.001951219512195122,232.0
rrcheck.com,0.0019400056069526213,480.0
wechat.com,0.0019287917017101206,601.999999999997
qiniudn.com,0.0019287917017101206,1923.0026905780999
htctouch.com,0.0019287917017101206,390.00397201147314
wosign.com,0.00191757779646762,351.00000000000017
naver.jp,0.00191757779646762,1825.000932886556
bbk.com,0.0019063638912251192,1234.0
1kxun.com,0.0019063638912251192,238.00226125885587
samsungmobile.com.cn,0.0019063638912251192,2808.009800714886
dianru.com,0.0018839360807401178,1579.008009972008
8684.cn,0.0018615082702551162,1241.0137348048152
baifendian.com,0.0018615082702551162,2280.0739850419072
xcarimg.com,0.0018615082702551162,1683.0169754098445
pushmail.cn,0.0018615082702551162,264.002799423429
qpimg.cn,0.0018502943650126156,1021.0132850458658
edu.cn,0.0018502943650126156,4207.003439629864
mapabc.com,0.0018502943650126156,2339.004790550022
qianqian.com,0.0018502943650126156,1986.004032356394
qhsetup.com,0.0018390804597701149,615.0109452355016
appchina.com,0.0018390804597701149,883.0038357254631
co.uk,0.0018390804597701149,1587.027949635657
welove520.com,0.0018278665545276142,2684.002176540357
gravatar.com,0.0018166526492851135,664.0384255307284
zol-img.com.cn,0.0018166526492851135,4382.077913242278
mi-img.com,0.0018054387440426128,3735.012023800737
uu1001.cn,0.0018054387440426128,1086.0406024856727
sjzhushou.com,0.0018054387440426128,1348.0091408603232
xinhuanet.com,0.0018054387440426128,3589.043699144594
ireader.com,0.0018054387440426128,3103.0020494843984
poco.cn,0.0017942248388001121,4626.0070801390775
50bang.org,0.0017942248388001121,1420.0133656057046
qbox.me,0.0017830109335576114,1100.0000000000016
turn.com,0.0017830109335576114,238.0194229560857
3366img.com,0.0017830109335576114,1433.0221459863305
kingroot.net,0.0017717970283151108,481.00298516397993
nokia.com.cn,0.00176058312307261,1886.0036904296533
wgimg.com,0.00176058312307261,368.0009331199331
omniroot.com,0.00176058312307261,245.00291561212967
wdjimg.com,0.00176058312307261,2901.0171589375755
uxin.com,0.0017493692178301094,2213.0062686260503
51tv.com,0.0017493692178301094,1464.0186846900476
passport.net,0.0017493692178301094,192.0010230839833
yytcdn.com,0.0017381553125876087,2612.0554640767914
xiami.com,0.0017381553125876087,2683.0000000000086
yoyi.tv,0.001726941407345108,374.01807361401586
yihaodianimg.com,0.001726941407345108,7012.053144607655
goforandroid.com,0.001726941407345108,1109.0059265571754
thinkdifferent.us,0.001726941407345108,488.0006624190866
cairot.com,0.0017157275021026073,296.9999999999997
2000tuan.com,0.0017045135968601064,982.0034939010465
htc.com,0.0016932996916176057,713.0
moxiu.com,0.0016932996916176057,1070.9999999999998
kii.com,0.0016932996916176057,395.0
elevensky.net,0.0016932996916176057,5721.003873864372
ff501.com,0.001682085786375105,1973.0069951896853
3conline.com,0.001682085786375105,1478.0217476581631
tianyaui.com,0.001682085786375105,2515.0426468300807
mobgi.com,0.0016708718811326044,983.0005066250301
huanqiu.com,0.0016708718811326044,2165.022101451459
ibook.info,0.0016708718811326044,505.00065922449636
jomodns.com,0.0016708718811326044,1797.0202216577052
ipinyou.com.cn,0.0016596579758901037,211.02020909537316
oo523.com,0.0016596579758901037,2208.002037685072
twcczhu.com,0.0016596579758901037,620.010383025668
vsnoon.com,0.0016596579758901037,1494.0460762875407
hwcdn.net,0.0016596579758901037,10205.012022030774
digieq.com,0.0016596579758901037,411.0187066819429
itools.info,0.001648444070647603,497.00205896959915
adwhirl.com,0.001648444070647603,3138.0021673045503
anzhi.com,0.001648444070647603,4132.0128069738375
faceplusplus.com,0.001648444070647603,307.00230101494253
msecnd.net,0.0016372301654051023,282.99999999999864
chinanews.com,0.0016372301654051023,2735.050296225863
mtime.cn,0.0016372301654051023,2698.999999999989
appleiphonecell.com,0.0016372301654051023,454.0000000000013
37cs.com,0.0016372301654051023,1700.0161097375164
csbew.com,0.0016372301654051023,720.0515460216949
youhui.cn,0.0016372301654051023,235.99999999999886
mogujie.com,0.0016260162601626016,1705.0023977716367
upsdk.com,0.0016260162601626016,10151.019060664144
coolpadlife.com,0.0016260162601626016,2193.0030914910863
bytedance.com,0.001614802354920101,202.0
newsmth.net,0.001614802354920101,7255.024141943824
12306.cn,0.001614802354920101,2406.001573856219
youle55.com,0.0016035884496776003,2307.0531939021084
dnion.com,0.0016035884496776003,1032.003730606511
51yes.com,0.0016035884496776003,1210.0144214724855
idea123.cn,0.0015923745444350996,456.00188199507636
adcolony.com,0.0015923745444350996,666.003860862239
